StationName,ObservationDate,Year,Precipitation,PrecipitationRank
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,00:00.0,1987,1.54,62
WASHINGTON REAGAN NATIONAL AIRPORT VA US,00:00.0,1987,1.25,43
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,00:00.0,1987,1.44,75
LOS ANGELES INTERNATIONAL AIRPORT CA US,00:00.0,1987,0.54,67
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,00:00.0,1987,0.48,50
WASHINGTON REAGAN NATIONAL AIRPORT VA US,00:00.0,1988,1.32,34
PHILADELPHIA INTERNATIONAL AIRPORT PA US,00:00.0,1988,1.69,21
PHILADELPHIA INTERNATIONAL AIRPORT PA US,00:00.0,1988,1.47,41
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,00:00.0,1988,2.61,28
DETROIT CITY AIRPORT MI US,00:00.0,1988,1.06,52
PHILADELPHIA INTERNATIONAL AIRPORT PA US,00:00.0,1989,1.41,51
WASHINGTON REAGAN NATIONAL AIRPORT VA US,00:00.0,1989,1.31,36
PHILADELPHIA INTERNATIONAL AIRPORT PA US,00:00.0,1989,1.21,98
PHILADELPHIA INTERNATIONAL AIRPORT PA US,00:00.0,1989,1.21,98
PHILADELPHIA INTERNATIONAL AIRPORT PA US,00:00.0,1989,1.5,36
MIAMI INTERNATIONAL AIRPORT FL US,00:00.0,1989,1.97,89
CHICAGO MIDWAY AIRPORT IL US,00:00.0,1989,1.9,54
WASHINGTON REAGAN NATIONAL AIRPORT VA US,00:00.0,1989,1.09,88
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,00:00.0,1989,1.82,48
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,00:00.0,1989,0.54,37
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,00:00.0,1990,1.32,94
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,00:00.0,1990,0.41,90
WASHINGTON REAGAN NATIONAL AIRPORT VA US,00:00.0,1990,1.25,43
DETROIT CITY AIRPORT MI US,00:00.0,1990,1.1,48
WASHINGTON REAGAN NATIONAL AIRPORT VA US,00:00.0,1990,1.08,90
CHICAGO MIDWAY AIRPORT IL US,00:00.0,1991,1.4,84
DETROIT CITY AIRPORT MI US,00:00.0,1991,1.2,29
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,00:00.0,1991,3.05,26
PHILADELPHIA INTERNATIONAL AIRPORT PA US,00:00.0,1991,1.26,81
MIAMI INTERNATIONAL AIRPORT FL US,00:00.0,1991,2.16,57
MIAMI INTERNATIONAL AIRPORT FL US,00:00.0,1991,2.49,26
MIAMI INTERNATIONAL AIRPORT FL US,00:00.0,1991,2.25,45
LOS ANGELES INTERNATIONAL AIRPORT CA US,00:00.0,1991,0.54,67
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,00:00.0,1992,0.49,44
CHICAGO MIDWAY AIRPORT IL US,00:00.0,1992,1.3,98
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,00:00.0,1992,1.7,52
PHILADELPHIA INTERNATIONAL AIRPORT PA US,00:00.0,1992,1.31,68
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,00:00.0,1992,1.64,53
DETROIT CITY AIRPORT MI US,00:00.0,1992,0.9,74
MIAMI INTERNATIONAL AIRPORT FL US,00:00.0,1992,2.08,67
MIAMI INTERNATIONAL AIRPORT FL US,00:00.0,1992,3.93,3
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,00:00.0,1992,0.46,57
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,00:00.0,1993,0.42,85
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,00:00.0,1993,0.43,73
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,00:00.0,1993,0.41,90
LOS ANGELES INTERNATIONAL AIRPORT CA US,00:00.0,1993,0.89,15
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,00:00.0,1993,0.43,73
LOS ANGELES INTERNATIONAL AIRPORT CA US,00:00.0,1993,0.95,14
LOS ANGELES INTERNATIONAL AIRPORT CA US,00:00.0,1993,0.53,70
CHICAGO MIDWAY AIRPORT IL US,00:00.0,1993,2.2,51
MIAMI INTERNATIONAL AIRPORT FL US,00:00.0,1993,2.52,24
MIAMI INTERNATIONAL AIRPORT FL US,00:00.0,1993,2.17,54
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,00:00.0,1993,1.57,58
MIAMI INTERNATIONAL AIRPORT FL US,00:00.0,1993,2.47,27
MIAMI INTERNATIONAL AIRPORT FL US,00:00.0,1993,2,79
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,00:00.0,1994,1.51,65
PHILADELPHIA INTERNATIONAL AIRPORT PA US,00:00.0,1994,1.21,98
PHILADELPHIA INTERNATIONAL AIRPORT PA US,00:00.0,1994,1.41,51
PHILADELPHIA INTERNATIONAL AIRPORT PA US,00:00.0,1994,1.5,36
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,00:00.0,1994,2,40
MIAMI INTERNATIONAL AIRPORT FL US,00:00.0,1994,2.04,72
DETROIT CITY AIRPORT MI US,00:00.0,1994,1.1,48
MIAMI INTERNATIONAL AIRPORT FL US,00:00.0,1994,2.17,54
LOS ANGELES INTERNATIONAL AIRPORT CA US,00:00.0,1995,0.56,59
LOS ANGELES INTERNATIONAL AIRPORT CA US,00:00.0,1995,0.99,9
LOS ANGELES INTERNATIONAL AIRPORT CA US,00:00.0,1995,0.71,31
LOS ANGELES INTERNATIONAL AIRPORT CA US,00:00.0,1995,0.48,99
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,00:00.0,1995,1.49,68
CHICAGO MIDWAY AIRPORT IL US,00:00.0,1996,1.4,84
WASHINGTON REAGAN NATIONAL AIRPORT VA US,00:00.0,1996,1.34,31
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,00:00.0,1996,1.4,80
WASHINGTON REAGAN NATIONAL AIRPORT VA US,50:00.0,1997,1.17,63
MIAMI INTERNATIONAL AIRPORT FL US,00:00.0,1997,2.14,60
MIAMI INTERNATIONAL AIRPORT FL US,00:00.0,1997,2.22,50
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,00:00.0,1997,0.49,44
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,56:00.0,1997,0.43,73
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,00:00.0,1997,0.43,73
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,00:00.0,1997,0.41,90
LOS ANGELES INTERNATIONAL AIRPORT CA US,00:00.0,1997,0.68,32
LOS ANGELES INTERNATIONAL AIRPORT CA US,50:00.0,1997,0.51,81
LOS ANGELES INTERNATIONAL AIRPORT CA US,00:00.0,1997,0.61,44
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,00:00.0,1998,0.49,44
LOS ANGELES INTERNATIONAL AIRPORT CA US,50:00.0,1998,0.48,99
MIAMI INTERNATIONAL AIRPORT FL US,00:00.0,1998,2.41,31
LOS ANGELES INTERNATIONAL AIRPORT CA US,50:00.0,1998,1.49,6
LOS ANGELES INTERNATIONAL AIRPORT CA US,00:00.0,1998,0.65,37
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,00:00.0,1998,0.5,43
BOSTON MA US,00:00.0,1998,1.34,89
BOSTON MA US,00:00.0,1998,1.2,100
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,53:00.0,1998,1.94,43
MIAMI INTERNATIONAL AIRPORT FL US,00:00.0,1998,1.99,85
CHICAGO MIDWAY AIRPORT IL US,00:00.0,1998,1.44,80
MIAMI INTERNATIONAL AIRPORT FL US,00:00.0,1998,1.96,91
LOS ANGELES INTERNATIONAL AIRPORT CA US,50:00.0,1998,0.5,85
WASHINGTON REAGAN NATIONAL AIRPORT VA US,51:00.0,1999,1.08,90
WASHINGTON REAGAN NATIONAL AIRPORT VA US,51:00.0,1999,1.84,7
BOSTON MA US,00:00.0,1999,1.31,94
LOS ANGELES INTERNATIONAL AIRPORT CA US,50:00.0,2000,0.68,32
LOS ANGELES INTERNATIONAL AIRPORT CA US,00:00.0,2000,0.61,44
LOS ANGELES INTERNATIONAL AIRPORT CA US,50:00.0,2000,0.61,44
MIAMI INTERNATIONAL AIRPORT FL US,00:00.0,2000,1.94,96
WASHINGTON REAGAN NATIONAL AIRPORT VA US,51:00.0,2000,1.13,76
WASHINGTON REAGAN NATIONAL AIRPORT VA US,00:00.0,2000,1.13,76
PHILADELPHIA INTERNATIONAL AIRPORT PA US,54:00.0,2000,2.43,16
PHILADELPHIA INTERNATIONAL AIRPORT PA US,00:00.0,2000,2.43,16
MIAMI INTERNATIONAL AIRPORT FL US,00:00.0,2000,2.73,14
CHICAGO MIDWAY AIRPORT IL US,53:00.0,2000,2.4,49
DETROIT CITY AIRPORT MI US,00:00.0,2000,1.6,5
PHILADELPHIA INTERNATIONAL AIRPORT PA US,54:00.0,2000,1.3,72
PHILADELPHIA INTERNATIONAL AIRPORT PA US,00:00.0,2000,1.3,72
MIAMI INTERNATIONAL AIRPORT FL US,00:00.0,2000,2.02,76
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,00:00.0,2001,0.43,73
LOS ANGELES INTERNATIONAL AIRPORT CA US,50:00.0,2001,0.49,90
CHICAGO MIDWAY AIRPORT IL US,53:00.0,2001,1.5,76
CHICAGO MIDWAY AIRPORT IL US,53:00.0,2001,1.71,63
CHICAGO MIDWAY AIRPORT IL US,00:00.0,2001,1.4,84
MIAMI INTERNATIONAL AIRPORT FL US,56:00.0,2001,2.37,32
MIAMI INTERNATIONAL AIRPORT FL US,00:00.0,2001,2.37,32
MIAMI INTERNATIONAL AIRPORT FL US,00:00.0,2001,2.21,51
MIAMI INTERNATIONAL AIRPORT FL US,00:00.0,2001,1.94,96
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,00:00.0,2001,0.59,28
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,56:00.0,2001,0.41,90
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,00:00.0,2001,0.41,90
WASHINGTON REAGAN NATIONAL AIRPORT VA US,38:00.0,2002,1.47,20
WASHINGTON REAGAN NATIONAL AIRPORT VA US,51:00.0,2002,1.52,14
WASHINGTON REAGAN NATIONAL AIRPORT VA US,00:00.0,2002,1.52,14
MIAMI INTERNATIONAL AIRPORT FL US,39:00.0,2002,2.37,32
MIAMI INTERNATIONAL AIRPORT FL US,56:00.0,2002,2.53,22
MIAMI INTERNATIONAL AIRPORT FL US,00:00.0,2002,2.53,22
BOSTON MA US,54:00.0,2002,6,32
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,36:00.0,2002,1.3,99
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,53:00.0,2002,1.32,94
CHICAGO MIDWAY AIRPORT IL US,09:00.0,2002,6,3
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,00:00.0,2002,0.6,24
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,00:00.0,2002,0.56,33
CHICAGO MIDWAY AIRPORT IL US,02:00.0,2002,6,3
CHICAGO MIDWAY AIRPORT IL US,09:00.0,2002,6,3
CHICAGO MIDWAY AIRPORT IL US,17:00.0,2002,6,3
CHICAGO MIDWAY AIRPORT IL US,28:00.0,2002,6,3
CHICAGO MIDWAY AIRPORT IL US,37:00.0,2002,6,3
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,00:00.0,2002,0.46,57
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,00:00.0,2002,0.59,28
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,00:00.0,2002,0.43,73
CHICAGO MIDWAY AIRPORT IL US,33:00.0,2003,6,3
CHICAGO MIDWAY AIRPORT IL US,14:00.0,2003,6,3
CHICAGO MIDWAY AIRPORT IL US,53:00.0,2003,6,3
CHICAGO MIDWAY AIRPORT IL US,23:00.0,2003,6,3
CHICAGO MIDWAY AIRPORT IL US,25:00.0,2003,6,3
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,53:00.0,2003,6,1
PHILADELPHIA INTERNATIONAL AIRPORT PA US,37:00.0,2003,6,1
CHICAGO MIDWAY AIRPORT IL US,33:00.0,2003,6,3
PHILADELPHIA INTERNATIONAL AIRPORT PA US,30:00.0,2003,6,1
PHILADELPHIA INTERNATIONAL AIRPORT PA US,36:00.0,2003,6,1
BOSTON MA US,54:00.0,2003,6,32
BOSTON MA US,54:00.0,2003,6,32
CHICAGO MIDWAY AIRPORT IL US,20:00.0,2003,6,3
LOS ANGELES INTERNATIONAL AIRPORT CA US,38:00.0,2003,0.48,99
LOS ANGELES INTERNATIONAL AIRPORT CA US,50:00.0,2003,0.55,64
PHILADELPHIA INTERNATIONAL AIRPORT PA US,44:00.0,2003,6,1
BOSTON MA US,54:00.0,2003,6,32
BOSTON MA US,54:00.0,2003,6,32
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,53:00.0,2003,6,1
BOSTON MA US,54:00.0,2003,6,32
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,53:00.0,2003,6,1
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,53:00.0,2003,6,1
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,53:00.0,2003,6,1
CHICAGO MIDWAY AIRPORT IL US,39:00.0,2003,6,3
LOS ANGELES INTERNATIONAL AIRPORT CA US,50:00.0,2003,0.49,90
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,53:00.0,2003,6,1
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,53:00.0,2003,6,1
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,53:00.0,2003,1.34,89
CHICAGO MIDWAY AIRPORT IL US,16:00.0,2003,6,3
CHICAGO MIDWAY AIRPORT IL US,05:00.0,2003,6,3
CHICAGO MIDWAY AIRPORT IL US,24:00.0,2003,6,3
BOSTON MA US,54:00.0,2003,6,32
CHICAGO MIDWAY AIRPORT IL US,43:00.0,2003,6,3
CHICAGO MIDWAY AIRPORT IL US,53:00.0,2003,6,3
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,53:00.0,2003,6,1
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,53:00.0,2003,6,1
BOSTON MA US,54:00.0,2003,6,32
BOSTON MA US,54:00.0,2003,6,32
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,53:00.0,2003,6,1
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,18:00.0,2003,6,1
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,40:00.0,2003,6,1
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,53:00.0,2003,6,1
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,53:00.0,2003,6,1
BOSTON MA US,54:00.0,2003,6,32
BOSTON MA US,54:00.0,2003,6,32
BOSTON MA US,54:00.0,2003,6,32
BOSTON MA US,54:00.0,2003,6,32
BOSTON MA US,54:00.0,2003,6,32
BOSTON MA US,54:00.0,2003,6,32
BOSTON MA US,54:00.0,2003,6,32
BOSTON MA US,54:00.0,2003,6,32
PHILADELPHIA INTERNATIONAL AIRPORT PA US,42:00.0,2003,6,1
BOSTON MA US,54:00.0,2003,6,32
WASHINGTON REAGAN NATIONAL AIRPORT VA US,51:00.0,2003,1.18,61
MIAMI INTERNATIONAL AIRPORT FL US,53:00.0,2003,1.96,91
MIAMI INTERNATIONAL AIRPORT FL US,00:00.0,2003,1.96,91
BOSTON MA US,54:00.0,2003,6,32
BOSTON MA US,54:00.0,2003,6,32
DETROIT CITY AIRPORT MI US,53:00.0,2003,0.81,97
BOSTON MA US,54:00.0,2003,6,32
BOSTON MA US,54:00.0,2003,6,32
BOSTON MA US,54:00.0,2003,6,32
CHICAGO MIDWAY AIRPORT IL US,10:00.0,2003,6,3
BOSTON MA US,54:00.0,2003,6,32
BOSTON MA US,54:00.0,2003,6,32
PHILADELPHIA INTERNATIONAL AIRPORT PA US,54:00.0,2003,6,1
MIAMI INTERNATIONAL AIRPORT FL US,39:00.0,2003,2.62,16
MIAMI INTERNATIONAL AIRPORT FL US,53:00.0,2003,2.74,13
BOSTON MA US,54:00.0,2003,6,32
BOSTON MA US,54:00.0,2003,6,32
BOSTON MA US,54:00.0,2003,6,32
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,18:00.0,2003,6,1
PHILADELPHIA INTERNATIONAL AIRPORT PA US,54:00.0,2003,6,1
BOSTON MA US,54:00.0,2003,6,32
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,53:00.0,2003,6,1
MIAMI INTERNATIONAL AIRPORT FL US,34:00.0,2003,2.11,64
MIAMI INTERNATIONAL AIRPORT FL US,41:00.0,2003,2.43,29
MIAMI INTERNATIONAL AIRPORT FL US,53:00.0,2003,2.61,18
MIAMI INTERNATIONAL AIRPORT FL US,00:00.0,2003,2.61,18
PHILADELPHIA INTERNATIONAL AIRPORT PA US,54:00.0,2003,6,1
CHICAGO MIDWAY AIRPORT IL US,26:00.0,2003,6,3
PHILADELPHIA INTERNATIONAL AIRPORT PA US,54:00.0,2003,6,1
CHICAGO MIDWAY AIRPORT IL US,22:00.0,2003,6,3
BOSTON MA US,54:00.0,2003,6,32
BOSTON MA US,54:00.0,2003,6,32
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,53:00.0,2003,6,1
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,53:00.0,2003,6,1
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,53:00.0,2003,6,1
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,53:00.0,2003,6,1
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,53:00.0,2003,6,1
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,53:00.0,2003,6,1
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,53:00.0,2003,6,1
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,53:00.0,2003,6,1
LOS ANGELES INTERNATIONAL AIRPORT CA US,25:00.0,2003,6,1
LOS ANGELES INTERNATIONAL AIRPORT CA US,50:00.0,2003,6,1
PHILADELPHIA INTERNATIONAL AIRPORT PA US,19:00.0,2003,6,1
PHILADELPHIA INTERNATIONAL AIRPORT PA US,54:00.0,2003,6,1
PHILADELPHIA INTERNATIONAL AIRPORT PA US,05:00.0,2003,6,1
CHICAGO MIDWAY AIRPORT IL US,05:00.0,2003,6,3
BOSTON MA US,54:00.0,2003,6,32
BOSTON MA US,54:00.0,2003,6,32
LOS ANGELES INTERNATIONAL AIRPORT CA US,50:00.0,2003,6,1
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,56:00.0,2004,0.41,90
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,00:00.0,2004,0.41,90
PHILADELPHIA INTERNATIONAL AIRPORT PA US,54:00.0,2004,6,1
BOSTON MA US,54:00.0,2004,6,32
BOSTON MA US,54:00.0,2004,6,32
LOS ANGELES INTERNATIONAL AIRPORT CA US,07:00.0,2004,6,1
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,39:00.0,2004,6,1
CHICAGO MIDWAY AIRPORT IL US,21:00.0,2004,6,3
CHICAGO MIDWAY AIRPORT IL US,36:00.0,2004,6,3
CHICAGO MIDWAY AIRPORT IL US,35:00.0,2004,6,3
CHICAGO MIDWAY AIRPORT IL US,53:00.0,2004,6,3
CHICAGO MIDWAY AIRPORT IL US,46:00.0,2004,6,3
CHICAGO MIDWAY AIRPORT IL US,24:00.0,2004,6,3
CHICAGO MIDWAY AIRPORT IL US,34:00.0,2004,6,3
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,56:00.0,2004,0.43,73
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,00:00.0,2004,0.43,73
CHICAGO MIDWAY AIRPORT IL US,22:00.0,2004,6,3
CHICAGO MIDWAY AIRPORT IL US,16:00.0,2004,6,3
CHICAGO MIDWAY AIRPORT IL US,53:00.0,2004,6,3
CHICAGO MIDWAY AIRPORT IL US,37:00.0,2004,6,3
PHILADELPHIA INTERNATIONAL AIRPORT PA US,05:00.0,2004,6,1
CHICAGO MIDWAY AIRPORT IL US,42:00.0,2004,6,3
LOS ANGELES INTERNATIONAL AIRPORT CA US,50:00.0,2004,0.77,27
CHICAGO MIDWAY AIRPORT IL US,25:00.0,2004,6,3
CHICAGO MIDWAY AIRPORT IL US,03:00.0,2004,6,3
BOSTON MA US,54:00.0,2004,6,32
BOSTON MA US,54:00.0,2004,6,32
BOSTON MA US,54:00.0,2004,6,32
CHICAGO MIDWAY AIRPORT IL US,46:00.0,2004,6,3
CHICAGO MIDWAY AIRPORT IL US,35:00.0,2004,6,3
CHICAGO MIDWAY AIRPORT IL US,37:00.0,2004,6,3
BOSTON MA US,54:00.0,2004,6,32
WASHINGTON REAGAN NATIONAL AIRPORT VA US,00:00.0,2004,1.25,43
DETROIT CITY AIRPORT MI US,44:00.0,2004,0.85,85
DETROIT CITY AIRPORT MI US,53:00.0,2004,0.85,85
WASHINGTON REAGAN NATIONAL AIRPORT VA US,22:00.0,2004,1.06,98
WASHINGTON REAGAN NATIONAL AIRPORT VA US,29:00.0,2004,1.15,67
WASHINGTON REAGAN NATIONAL AIRPORT VA US,38:00.0,2004,1.23,53
WASHINGTON REAGAN NATIONAL AIRPORT VA US,42:00.0,2004,1.33,32
WASHINGTON REAGAN NATIONAL AIRPORT VA US,51:00.0,2004,1.46,23
WASHINGTON REAGAN NATIONAL AIRPORT VA US,00:00.0,2004,1.46,23
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,51:00.0,2004,1.78,49
BOSTON MA US,28:00.0,2004,6,32
BOSTON MA US,54:00.0,2004,6,32
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,00:00.0,2004,0.66,15
LOS ANGELES INTERNATIONAL AIRPORT CA US,50:00.0,2004,0.48,99
LOS ANGELES INTERNATIONAL AIRPORT CA US,00:00.0,2004,0.48,99
CHICAGO MIDWAY AIRPORT IL US,38:00.0,2004,6,3
CHICAGO MIDWAY AIRPORT IL US,25:00.0,2004,6,3
BOSTON MA US,46:00.0,2004,6,32
LOS ANGELES INTERNATIONAL AIRPORT CA US,50:00.0,2004,0.8,23
LOS ANGELES INTERNATIONAL AIRPORT CA US,00:00.0,2004,0.8,23
LOS ANGELES INTERNATIONAL AIRPORT CA US,31:00.0,2004,0.59,52
LOS ANGELES INTERNATIONAL AIRPORT CA US,50:00.0,2004,0.61,44
LOS ANGELES INTERNATIONAL AIRPORT CA US,00:00.0,2004,0.61,44
LOS ANGELES INTERNATIONAL AIRPORT CA US,50:00.0,2004,0.66,35
CHICAGO MIDWAY AIRPORT IL US,53:00.0,2004,6,3
CHICAGO MIDWAY AIRPORT IL US,01:00.0,2005,6,3
LOS ANGELES INTERNATIONAL AIRPORT CA US,50:00.0,2005,0.75,29
CHICAGO MIDWAY AIRPORT IL US,22:00.0,2005,6.5,1
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,56:00.0,2005,0.55,36
CHICAGO MIDWAY AIRPORT IL US,01:00.0,2005,6.5,1
BOSTON MA US,38:00.0,2005,6,32
BOSTON MA US,41:00.0,2005,6,32
BOSTON MA US,06:00.0,2005,6,32
BOSTON MA US,42:00.0,2005,6,32
BOSTON MA US,03:00.0,2005,6,32
BOSTON MA US,18:00.0,2005,6,32
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,23:00.0,2005,1.42,78
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,33:00.0,2005,2.42,31
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,41:00.0,2005,3.01,27
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,51:00.0,2005,3.54,25
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,51:00.0,2005,1.52,63
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,51:00.0,2005,1.96,41
MIAMI INTERNATIONAL AIRPORT FL US,39:00.0,2005,2.05,71
MIAMI INTERNATIONAL AIRPORT FL US,33:00.0,2005,2.16,57
MIAMI INTERNATIONAL AIRPORT FL US,53:00.0,2005,2.89,11
PHILADELPHIA INTERNATIONAL AIRPORT PA US,54:00.0,2005,1.39,55
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,56:00.0,2005,0.44,69
WASHINGTON REAGAN NATIONAL AIRPORT VA US,45:00.0,2006,1.1,82
WASHINGTON REAGAN NATIONAL AIRPORT VA US,52:00.0,2006,1.41,27
WASHINGTON REAGAN NATIONAL AIRPORT VA US,26:00.0,2006,1.4,28
WASHINGTON REAGAN NATIONAL AIRPORT VA US,33:00.0,2006,1.47,20
WASHINGTON REAGAN NATIONAL AIRPORT VA US,35:00.0,2006,1.49,19
WASHINGTON REAGAN NATIONAL AIRPORT VA US,52:00.0,2006,1.93,6
WASHINGTON REAGAN NATIONAL AIRPORT VA US,52:00.0,2006,1.63,9
PHILADELPHIA INTERNATIONAL AIRPORT PA US,54:00.0,2006,1.23,91
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,52:00.0,2006,1.49,68
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,43:00.0,2006,1.93,46
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,52:00.0,2006,1.96,41
MIAMI INTERNATIONAL AIRPORT FL US,53:00.0,2006,3.43,5
MIAMI INTERNATIONAL AIRPORT FL US,53:00.0,2006,3.19,8
CHICAGO MIDWAY AIRPORT IL US,29:00.0,2006,1.38,89
CHICAGO MIDWAY AIRPORT IL US,37:00.0,2006,1.44,80
MIAMI INTERNATIONAL AIRPORT FL US,53:00.0,2007,2.45,28
BOSTON MA US,43:00.0,2007,1.33,90
BOSTON MA US,46:00.0,2007,1.33,90
BOSTON MA US,48:00.0,2007,1.33,90
BOSTON MA US,54:00.0,2007,1.21,99
BOSTON MA US,36:00.0,2007,1.26,97
BOSTON MA US,47:00.0,2007,1.56,84
BOSTON MA US,54:00.0,2007,1.61,82
WASHINGTON REAGAN NATIONAL AIRPORT VA US,52:00.0,2007,1.07,95
DETROIT CITY AIRPORT MI US,19:00.0,2007,0.81,97
DETROIT CITY AIRPORT MI US,25:00.0,2007,0.86,81
DETROIT CITY AIRPORT MI US,34:00.0,2007,0.88,77
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,52:00.0,2007,1.33,91
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,52:00.0,2007,0.66,15
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,56:00.0,2007,0.64,19
BOSTON MA US,49:00.0,2008,9.99,7
BOSTON MA US,00:00.0,2008,9.99,7
BOSTON MA US,17:00.0,2008,10,5
BOSTON MA US,51:00.0,2008,10.07,1
BOSTON MA US,00:00.0,2008,10.07,1
BOSTON MA US,34:00.0,2008,9.95,21
BOSTON MA US,00:00.0,2008,9.97,19
BOSTON MA US,50:00.0,2008,9.98,9
BOSTON MA US,00:00.0,2008,9.98,9
BOSTON MA US,00:00.0,2008,9.98,9
BOSTON MA US,19:00.0,2008,9.98,9
BOSTON MA US,24:00.0,2008,10,5
BOSTON MA US,31:00.0,2008,10.01,4
BOSTON MA US,58:00.0,2008,9.94,25
BOSTON MA US,08:00.0,2008,9.94,25
BOSTON MA US,15:00.0,2008,9.94,25
BOSTON MA US,16:00.0,2008,9.94,25
BOSTON MA US,19:00.0,2008,9.95,21
BOSTON MA US,48:00.0,2008,9.95,21
BOSTON MA US,50:00.0,2008,9.95,21
BOSTON MA US,58:00.0,2008,9.98,9
